,LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Latitude,Longitude
88446,0003175458-0001-6,AMERICAN LIVING LIFE INC,,1122 W 6TH STREET UNIT #2528,LOS ANGELES,90017-5061,1122 6th 90017-5061,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1,01/02/2020,,"(34.0541, -118.2626)",34.0541,-118.2626
88550,0002754764-0001-4,MARCELA ROGEL VAZQUEZ,,10840 KALMIA STREET,LOS ANGELES,90059-1330,10840 KALMIA 90059-1330,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",15,06/04/2014,,"(33.9366, -118.2323)",33.9366,-118.2323
90865,0003368246-0001-3,AZAZIE INC,,445 S FIGUEROA STREET SUITE #2920,LOS ANGELES,90071-1633,445 FIGUEROA 90071,100 CENTURY CENTER COURT SUITE #330,SAN JOSE,95112-4512,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,05/15/2014,,"(34.0532, 34.0532)",34.0532,34.0532
91618,0002906501-0001-6,ESPRESSO PROFETA LLC,ESPRESSO PROFETA,1129   GLENDON AVENUE,LOS ANGELES,90024-3501,1129 GLENDON 90024-3501,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,03/01/2016,,"(34.0602, -118.4442)",34.0602,-118.4442
91816,0002687475-0001-3,BRAND NEW LLC,,3035 S FLOWER STREET,LOS ANGELES,90007-3725,3035 FLOWER 90007-3725,8117 W MANCHESTER AVENUE SUITE #380,PLAYA DEL REY,90293-8211,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,05/01/2013,,"(34.0241, -118.2769)",34.0241,-118.2769
91909,0003228133-0001-7,DAVID SILBURN / DANIELLE SIERRAS,D & D ONESTOP MINI MART,2604 W 54TH STREET,LOS ANGELES,90043-2615,2604 54TH,2604 W 54TH STREET,LOS ANGELES,90043-2615,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",8,01/04/2021,,"(33.9929, -118.3218)",33.9929,-118.3218
92037,0002700429-0001-7,LAKEVIEW FARMS INC,,1600 GRESSEL DRIVE,DELPHOS,45833-9153,1600 GRESSEL 45833-9153,POST OFFICE BOX #98,DELPHOS,45833-0098,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,04/01/2013,,"(40.8537, -84.3225)",40.8537,-84.3225
92105,0003282941-0001-1,BOBA SUN VALLEY INC,BOBA SNOW HOUSE,8359 LAUREL CANYON BLVD,SUN VALLEY,91352-3809,8359 LAUREL CANYON 91352-3809,10140 LASAINE AVENUE,NORTHRIDGE,91325-1510,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",6,04/02/2022,,"(34.2228, -118.3966)",34.2228,-118.3966
92340,0003156521-0001-6,JUDY L ATKINS,,52180 AVENIDA MONTEZUMA,LA QUINTA,92253-3214,52180 Avenida Montezuma 92253-3214,POST OFFICE BOX #5041,LA QUINTA,92248-5041,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,10/19/2019,,"(33.6694, -116.3188)",33.6694,-116.3188
92871,0003156328-0001-1,ENROOT ORGANICS PBC,,5299 W WASHINGTON BLVD   UNIT #B,LOS ANGELES,90016-1340,5299 WASHINGTON 90016,5299 W WASHINGTON BLVD   UNIT #B,LOS ANGELES,90016-1340,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,04/15/2019,,"(34.0409, -118.3575)",34.0409,-118.3575
93190,0003119245-0001-3,EARTH RX,,3833 DUNN DRIVE APT #507,CULVER CITY,90232-2974,3833 DUNN 90232-2974,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,03/29/2019,,"(34.022, -118.3991)",34.022,-118.3991
93520,0003401520-0001-0,BEANY LLC,,8358 MANITOBA STREET APT #6,PLAYA DEL REY,90293-8770,8358 MANITOBA 90293-8770,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,12/30/2021,,"(33.9538, -118.4401)",33.9538,-118.4401
93595,0002498888-0001-6,TEAM MAKENA LLC,TEAM MAKENA,6801 PARK TERRACE SUITE #110,LOS ANGELES,90045-1544,6801 PARK 90045-1544,27051 TOWNE CENTRE DRIVE SUITE #180,FOOTHILL RANCH,92610-2819,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,04/01/2010,,"(33.9778, -118.3927)",33.9778,-118.3927
93603,0002315380-0002-9,MICAH ROBERTS,MYKA HEKA,3713 S VAN NESS AVENUE,LOS ANGELES,90018-4357,3713 VAN NESS 90018-4357,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",8,12/21/2010,,"(34.0206, -118.3166)",34.0206,-118.3166
93640,0002973753-0001-2,VIKKI REYES / JEANENE CONLEY,TACO BAR,5815 W PICO BLVD,LOS ANGELES,90019-3714,5815 PICO 90019-3714,POST OFFICE BOX #351777,LOS ANGELES,90035-8828,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,03/13/2017,,"(34.0513, -118.365)",34.0513,-118.365
93799,0002805305-0001-5,"NIKKIMOMO, LLC",,4859 W SLAUSON AVENUE #160,LOS ANGELES,90056-1290,4859 SLAUSON 90056-1290,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,02/01/2015,,"(33.9876, -118.3623)",33.9876,-118.3623
94652,0002336322-0001-8,MARICRUZ B CASTANON,GUERRERO IMPORTS,14542 FALCO AVENUE,NORWALK,90650-5016,14542 FALCO 90650-5016,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,01/01/2005,,"(33.8992, -118.0675)",33.8992,-118.0675
95128,0003234826-0001-1,CASA ALQUIMISTA LLC,CASA ALQUIMISTA,11829   JEFFERSON BLVD,CULVER CITY,90230-6309,11829 JEFFERSON 90230,11829   JEFFERSON BLVD,CULVER CITY,90230-6309,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,02/02/2021,,"(33.986, -118.4023)",33.986,-118.4023
95176,0003230872-0001-2,"KING PROVISIONS, INC",KING-PAK FOOD SERVICES,4353 EXCHANGE AVENUE,VERNON,90058-2619,4353 EXCHANGE 90058-2619,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,01/01/2013,,"(34.0027, -118.1999)",34.0027,-118.1999
96136,0002864433-0001-6,TITO E CALDERON/ RIGOBERTO E CALDERON,BROTHER'S DAIRIES,227 E 111TH STREET,LOS ANGELES,90061-2533,227 111TH 90061-2533,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",8,10/29/2015,,"(33.9347, -118.2711)",33.9347,-118.2711
96403,0003384700-0001-6,ELYSIAN PROVISIONS LLC,,242 N AVENUE 25 UNIT #245,LOS ANGELES,90031-1986,242 AVENUE 25 90031-1986,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1,08/04/2023,,"(34.0787, -118.2183)",34.0787,-118.2183
97140,0000317128-0002-2,STARBUCKS CORPORATION,STARBUCKS COFFEE #59109,5307 W CENTURY BLVD,LOS ANGELES,90045-5909,5307 Century 90045-5909,POST OFFICE BOX #34442STAX2,SEATTLE,98124,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,04/04/2022,,"(33.9456, -118.3733)",33.9456,-118.3733
97417,0003231002-0001-9,NUTRIWING LLC,,6130 AVALON BLVD UNIT #209,LOS ANGELES,90003-1633,6130 AVALON 90003-1633,10600   WILSHIRE BLVD   APT #303,LOS ANGELES,90024-4555,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,01/02/2021,,"(33.9835, -118.2642)",33.9835,-118.2642
97519,0000832488-0037-5,LITTLE CAESARS ENTERPRISES INC,LITTLE CAESARS 5763,1601 E 103RD STREET   SUITE #8,LOS ANGELES,90002-3900,1601 103RD 90002-3900,2125 WOODWARD AVENUE,DETROIT,48201-3469,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",15,04/23/2016,,"(33.9438, -118.2455)",33.9438,-118.2455
98199,0002811789-0001-2,NEW CARBON COMPANY LLC,CARBON'S GOLDEN MALTED,4101 WILLIAM RICHARDSON DRIVE,SOUTH BEND,46628-9485,4101 WILLIAM RICHARDSON 46628-9485,POST OFFICE BOX #129,CONCORDVILLE,19331-0128,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,01/01/2014,,"(41.7324, -86.3067)",41.7324,-86.3067
98512,0003379890-0001-7,BEST COFFEE CULVER CITY LLC,MAD LAB CULVER CITY,11955 CULVER BLVD,LOS ANGELES,90066-5546,11955 Culver 90066-5546,1469 TAMARIND AVENUE,LOS ANGELES,90028-8412,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,06/20/2023,,"(33.9958, -118.4175)",33.9958,-118.4175
98653,0002654129-0001-8,"UAM GROUP, LLC",POTATO CORNER,9301   TAMPA AVENUE      #K5519,NORTHRIDGE,91324-2503,9301 TAMPA 91324,20412   VIA MANTUA,PORTER RANCH,91326-4440,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",12,01/10/2013,,"(34.24, -118.5545)",34.24,-118.5545
98768,0003313717-0001-0,ANA I MORALES GONZALEZ,,1812  1/2 S BERENDO STREET,LOS ANGELES,90006-4415,1812 Berendo 90006-4415,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1,05/01/2021,,"(34.0413, -118.2932)",34.0413,-118.2932
98797,0003325174-0002-8,PFV UTC LLC,UNCLE TETSU #31011,2130 SAWTELLE BLVD,WEST LOS ANGELES,90025-6250,2130 Sawtelle 90025-6250,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,09/01/2023,,"(34.0392, -118.4417)",34.0392,-118.4417
98857,0002680103-0001-3,FOODIE FRIDAYS LLC,KONA ICE NORTH VALLEY LA,18543 DEVONSHIRE STREET UNIT #222,NORTHRIDGE,91324-1308,18543 DEVONSHIRE 91324-1308,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",12,05/07/2013,,"(34.2572, -118.5371)",34.2572,-118.5371
98975,0003218190-0001-9,JOY'S CHICKEN INC,,4166 S BROADWAY,LOS ANGELES,90037-2237,4166 Broadway 90037-2237,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,01/29/2020,,"(34.0079, -118.2782)",34.0079,-118.2782
99468,0003231354-0001-1,MARIA SUAR  SUAR AND DOMINGO LOPEZ AJAMEL,ANTOJITOS CHA[PNES CHICHICASTECA,363  1/2 E GAGE AVENUE,LOS ANGELES,90003-1646,363 GAGE 90003-1646,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,01/12/2021,,"(33.9827, -118.2674)",33.9827,-118.2674
99797,0003403665-0001-0,JENNA ROBERT,EARLEY GREY TEAROOM,210 W 5TH STREET,LOS ANGELES,90013-2004,210 5th 90013-2004,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,12/11/2023,,"(34.0474, -118.2501)",34.0474,-118.2501
100422,0002682967-0001-3,GANELL DORSEY,,4872 TOPANGA CANYON BLVD UNIT #104,WOODLAND HILLS,91364-4229,4872 TOPANGA CANYON 91364-4229,4872 TOPANGA CANYON BLVD UNIT #104,WOODLAND HILLS,91364-4229,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",3,05/20/2013,,"(34.1563, -118.6058)",34.1563,-118.6058
100701,0002646778-0001-9,JAPADOG INC,JAPADOG,1150 S OLIVE STREET UNIT #9-124,LOS ANGELES,90015-2847,1150 OLIVE 90015-2847,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,11/19/2012,,"(34.0395, -118.2614)",34.0395,-118.2614
100721,0000833980-0003-2,SONGKHENG SANG,DONUT HOUSE,2294 FIRESTONE BLVD,LOS ANGELES,90002-1546,2294 FIRESTONE 90002-1546,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,01/01/2013,,"(33.9576, -118.2309)",33.9576,-118.2309
100951,0003217487-0001-4,MICHE LA NALGONA,,1915 VASSAR STREET UNIT #117,GLENDALE,91204-2975,1915 Vassar 91204-2975,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,01/02/2021,,"(34.1207, -118.2539)",34.1207,-118.2539
101075,0002669719-0001-6,RISING MOON ENTERPRISES INC,URBAN PET SILVERLAKE,4475 SANTA MONICA BLVD,LOS ANGELES,90029-2036,4475 SANTA MONICA 90029-2036,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",13,01/01/2013,,"(34.0908, -118.286)",34.0908,-118.286
101242,0003283598-0001-6,DEAN DAIRY FLUID LLC,,17637 E VALLEY BLVD,CITY OF INDUSTRY,91744-5731,17637 Valley 91744-5731,17637 E VALLEY BLVD,CITY OF INDUSTRY,91744-5731,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,05/01/2020,,"(34.0098, -117.9185)",34.0098,-117.9185
101383,0002731269-0001-1,BROADWAY CAFE INC,,331 S BROADWAY,LOS ANGELES,90013-1207,331 BROADWAY 90013-1207,600 E WASHINGTON BLVD #217,LOS ANGELES,90015-3769,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,02/19/2014,,"(34.0505, -118.2483)",34.0505,-118.2483
101691,0003181990-0001-2,RICARDO VALLE GARCIA,COFFEE WORLD,10409   LAS LUNITAS AVENUE,TUJUNGA,91042-1840,10409 LAS LUNITAS 91042-1840,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",7,03/01/2020,,"(34.2581, -118.2914)",34.2581,-118.2914
101737,0003380814-0001-7,VANESSA SHAKUR,LOADED TEA JUNKIEZ,316 1/2 E 79TH STREET,LOS ANGELES,90003-2620,316 79th 90003-2620,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,06/01/2023,,"(33.9671, -118.2689)",33.9671,-118.2689
101807,0003080617-0001-8,UNITED GLOBAL COFFEE SOLUTIONS INC,COFFEE MACHINE DEPOT USA,5256 W WASHINGTON BLVD,LOS ANGELES,90016-1309,5256 WASHINGTON 90016-1309,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,03/17/2017,,"(34.041, -118.3559)",34.041,-118.3559
102424,0003126395-0001-4,MARIA JOSE ESPINOZA CARVAJAL,EL MUNDO MAJICO DE ANIS,16057 SHERMAN WAY APT #362,VAN NUYS,91406-4023,16057 SHERMAN 91406-4023,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",6,05/17/2019,,"(34.2015, -118.4833)",34.2015,-118.4833
103372,0003100240-0002-7,CAFEFIKA INTERNATIONAL US LLC,THE BOY & THE BEAR - COFFEE ROASTERY,7403 LA TIJERA BLVD    #136,LOS ANGELES,90045-2493,7403 La Tijera 90045-2493,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,12/26/2019,,"(33.9611, -118.3934)",33.9611,-118.3934
103427,0003171565-0001-5,FLOAT COFFEE SHOP INC,FLOAT COFFEE SHOP,1635 VINE STREET,LOS ANGELES,90028-8802,1635 Vine 90028-8802,500 IVY STREET UNIT #5,GLENDALE,91204-1244,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",13,01/07/2020,,"(34.1009, -118.3268)",34.1009,-118.3268
103768,0002455129-0001-4,LARRY MOHAMMAD,LA FAJA HONEY PUNCH,5351 7TH AVENUE,LOS ANGELES,90043-4805,5351 7TH 90043-4805,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",8,07/29/2009,,"(33.9936, -118.3246)",33.9936,-118.3246
103873,0003100240-0001-9,CAFEFIKA INTERNATIONAL US LLC,THE BOY & THE BEAR - COFFEE ROASTERY,12712 W WASHINGTON BLVD,LOS ANGELES,90066-2341,12712 WASHINGTON 90066-2341,350 N PACIFIC COAST HIGHWAY,REDONDO BEACH,90277-2837,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,02/05/2018,,"(33.9966, -118.435)",33.9966,-118.435
104730,0003065536-0002-4,JJJ SUBS LLC,JERSEY MIKE SUBS 20346,3452 WILSHIRE BLVD,LOS ANGELES,90010-2204,3452 Wilshire 90010-2204,7220 WINDSOR DRIVE,ALLENTOWN,18106-9318,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,10/06/2021,,"(34.0616, -118.2994)",34.0616,-118.2994
104768,0003216182-0001-0,VICTORIA RAU,LEONA,1920   HILLHURST AVENUE   SUITE #247,LOS ANGELES,90027-2712,1920 HILLHURST 90027,1920   HILLHURST AVENUE   SUITE #247,LOS ANGELES,90027-2712,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",4,10/27/2020,,"(34.106, -118.2871)",34.106,-118.2871
104850,0003212584-0002-1,SUGARFINA USA LLC,,14006 RIVERSIDE DRIVE SUITE #206,SHERMAN OAKS,91423-6345,14006 RIVERSIDE 91423-6345,1700 E WALNUT AVENUE FLOOR #5,EL SEGUNDO,90245-2610,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",4,09/22/2020,,"(34.157, -118.4353)",34.157,-118.4353
105396,0003172990-0001-3,MITAKASA INC,,1326 W PARK WESTERN DRIVE UNIT #201,SAN PEDRO,90732-5012,1326 Park Western 90732-5012,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",15,02/03/2016,,"(33.7537, -118.3066)",33.7537,-118.3066
105661,0002949273-0001-3,U STAR CAFE CORP,U BYUL,1109 E 12TH STREET,LOS ANGELES,90021-2205,1109 12TH 90021-2205,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,01/02/2017,,"(34.0313, -118.2473)",34.0313,-118.2473
105737,0002611021-0001-6,KAREN MADINYAN,COFFEE LAND,7561 LANKERSHIM BLVD UNIT #109,NORTH HOLLYWOOD,91605-2805,7561 LANKERSHIM 91605-2805,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2,04/13/2012,,"(34.2077, -118.3877)",34.2077,-118.3877
105844,0003148085-0001-3,OSCAR DONALDO HERNANDEZ SALES,,703   ISLAND AVENUE,WILMINGTON,90744-5414,703 ISLAND 90744,703   ISLAND AVENUE,WILMINGTON,90744-5414,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",15,12/01/2019,,"(33.7786, -118.2664)",33.7786,-118.2664
105860,0002575818-0001-1,SHAMROCK FOODS COMPANY,,12400 RIVERSIDE DRIVE,EASTVALE,91752-1004,12400 RIVERSIDE 91752-1004,2540 N 29TH AVENUE,PHOENIX,85009-1612,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,09/01/2011,,"(34.0188, -117.5533)",34.0188,-117.5533
107540,0003304786-0001-1,PRANA HERBS LLC,,7106 LASAINE AVENUE,VAN NUYS,91406-3546,7106 Lasaine 91406-3546,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",6,10/05/2021,,"(34.1995, -118.5108)",34.1995,-118.5108
107608,0002609626-0001-0,DKU ENTERPRISES INC,,625 1/2 N SPAULDING AVENUE,LOS ANGELES,90036-1864,625 SPAULDING 90036-1864,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,04/23/2012,,"(34.0825, -118.3573)",34.0825,-118.3573
107830,0003167625-0001-6,VARDIEN D ISSA,BRAZIL OUTLET SUPERSTORE,1551 N VERMONT AVENUE,LOS ANGELES,90027-5360,1551 VERMONT 90027-5360,10051 ROSCOE BLVD,SUN VALLEY,91352-3634,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",13,01/02/2020,,"(34.0995, -118.2919)",34.0995,-118.2919
108280,0003172790-0001-7,REINER B ROBLES JR,TINY GIANT CONVENIENT STORE,3255 BEVERLY BLVD,LOS ANGELES,90057-1017,3255 Beverly 90057-1017,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",13,01/13/2020,,"(34.073, -118.2841)",34.073,-118.2841
108586,0003148251-0001-1,CONCEPCION ACOSTA,,4339 S BUDLONG AVENUE,LOS ANGELES,90037-2318,4339 BUDLONG 90037,4339 S BUDLONG AVENUE,LOS ANGELES,90037-2318,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,12/09/2019,,"(34.0043, -118.2962)",34.0043,-118.2962
108748,0002673140-0001-0,HERBAL BALANCE FOR LIFE INC,,24366 CLIPSTONE STREET,WOODLAND HILLS,91367-1022,24366 CLIPSTONE 91367-1022,24366   CLIPSTONE STREET,WOODLAND HILLS,91367-1022,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",3,01/01/2012,,"(34.1789, -118.6566)",34.1789,-118.6566
108940,0003268252-0001-3,FREEDOM FARMS HEMP LLC,,11216 PENDLETON STREET,SUN VALLEY,91352-1527,11216 Pendleton 91352-1527,POST OFFICE BOX #1063,SUN VALLEY,91353-1063,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",6,11/16/2020,,"(34.2362, -118.3752)",34.2362,-118.3752
109493,0000867730-0003-6,JOSE VILLASENOR,BLUE ELEPHANT CAFE,2024 W WASHINGTON BLVD,LOS ANGELES,90018-1637,2024 WASHINGTON 90018-1637,2026 W WASHINGTON BLVD,LOS ANGELES,90018-1637,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,12/19/2019,,"(34.0399, -118.3038)",34.0399,-118.3038
109974,0003192872-0001-0,"VICTOR COFFEE CO, LLC",JETTY COFFEE ROASTERS,3220 S HILL STREET,LOS ANGELES,90007-4117,3220 HILL 90007,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,04/13/2020,,"(34.0208, -118.274)",34.0208,-118.274
110212,0003170851-0001-1,MARIA DE LOURDES SANTANA MENDOZA,CAFE MARIA,417 E PICO BLVD,LOS ANGELES,90015-3126,417 Pico 90015-3126,1115  1/2 S UNION AVENUE,LOS ANGELES,90015-2026,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,01/03/2020,,"(34.0345, -118.2565)",34.0345,-118.2565
110565,0002274926-0001-1,EUROPEAN SWEETS INC,,6447 LANKERSHIM BLVD UNIT #B,NORTH HOLLYWOOD,91606-2816,6447 LANKERSHIM 91606-2816,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2,09/10/2007,,"(34.1876, -118.3877)",34.1876,-118.3877
110778,0002311334-0001-1,MATCHA SOURCE LLC,,10573 W PICO BLVD    #77,LOS ANGELES,90064-2333,10573 PICO 90064-2333,10573 W PICO BLVD UNIT #77,LOS ANGELES,90064-2333,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,10/01/2006,,"(34.044, -118.4214)",34.044,-118.4214
111222,0000830484-0008-9,WEIRD WILLIE'S II A CALIFORNIA CORPORATION,PURPLE HAZE SMOKE SHOP,16204 NORDHOFF STREET,NORTH HILLS,91343-3806,16204 NORDHOFF 91343-3806,18875 KIRKCOLM LANE,NORTHRIDGE,91326-1141,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",12,01/19/2021,,"(34.2355, -118.4854)",34.2355,-118.4854
111231,0002884902-0001-4,CALIFORNIA GOURMET NUTS INC,CALIFORNIA GOURMET NUTS,12922   PIERCE STREET,PACOIMA,91331-2526,12922 PIERCE 91331-2526,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",7,02/02/2016,,"(34.2657, -118.4153)",34.2657,-118.4153
111484,0002703778-0001-7,HOUSE OF AN,,2700 COLORADO AVENUE #190,SANTA MONICA,90404-3572,2700 COLORADO 90404-3572,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,01/01/2000,,"(34.0313, -118.4702)",34.0313,-118.4702
111531,0003172984-0001-8,WANDERLUST MOBILE BAR INC,,2226 MANHATTAN BEACH BLVD,REDONDO BEACH,90278-1203,2226 Manhattan Beach 90278-1203,1722 DIXON STREET,REDONDO BEACH,90278-2823,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,01/14/2020,,"(33.8871, -118.3705)",33.8871,-118.3705
111730,0003172608-0001-2,NATUREWELL 2 ORGANIC JUICE BAR LLC,,7261 MELROSE AVENUE,LOS ANGELES,90046-7635,7261 Melrose 90046-7635,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,01/10/2020,,"(34.0838, -118.3479)",34.0838,-118.3479
112151,0002741499-0001-5,KENT HOYT INC,,8559 LE BERTHON STREET,SUNLAND,91040-2320,8559 LE BERTHON 91040-2320,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",7,05/02/2013,,"(34.2676, -118.3197)",34.2676,-118.3197
112407,0002934670-0001-0,TEAKINA LLC,,10525   WOODBINE STREET   #1,LOS ANGELES,90034-4735,10525 WOODBINE 90034-4735,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,10/01/2016,,"(34.027, -118.4111)",34.027,-118.4111
112488,0002779145-0001-1,I LOVE MOLE LLC,IMPORTADORES DEL SABOR,3521 W PICO BLVD,LOS ANGELES,90019-4534,3521 PICO 90019-4534,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,08/01/2014,,"(34.0471, -118.3193)",34.0471,-118.3193
112746,0003046019-0001-6,ROBK INC,BANGIN BUNS,12714 SHERMAN WAY UNIT #D,NORTH HOLLYWOOD,91605-5031,12714 SHERMAN 91605-5031,3620   HAVEN WAY,BURBANK,91504-1853,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2,04/02/2018,,"(34.2009, -118.4103)",34.2009,-118.4103
112977,0002959954-0001-4,BOMBO FOODS HOLDING LLC,,242 N AVENUE 25     SUITE #105,LOS ANGELES,90031-1881,242 AVENUE 25 90031,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1,01/01/2017,,"(34.0786, -118.218)",34.0786,-118.218
